Cod_setor;Situacao_setor;V001;V002;V003
231140535000006;8;25;0;0
231140535000008;8;20;0;0
231140540000001;1;126;0;0
231140540000002;8;117;2;1
231140540000003;8;73;0;0
231140540000004;6;24;0;0
231140540000005;8;25;0;0
231140540000006;8;56;1;0
231140540000007;8;47;1;0
231140545000001;1;149;0;0
231140545000002;8;70;1;0
231140545000003;8;253;2;0
231140545000004;5;26;1;0
231140545000005;8;99;0;0
231140545000006;8;177;0;1
231140545000011;1;56;1;0
231140545000012;1;45;0;0
231140545000013;5;34;1;0
231140550000001;1;56;0;0
231140550000002;8;67;1;0
231140550000003;8;106;4;0
231140550000004;8;96;0;0
231140550000005;8;83;0;0
231140550000006;8;30;0;0
231140550000007;1;147;0;0
231150405000001;1;56;0;0
231150405000002;1;72;0;0
231150405000003;1;77;0;1
231150405000004;1;89;0;0
231150405000005;1;99;1;0
231150405000006;1;43;0;0
231150405000007;1;30;0;0
231150405000008;1;5;"X";"X"
231150405000009;1;103;0;0
231150405000012;1;1;"X";"X"
231150405000013;8;137;1;0
231150405000014;8;38;"X";"X"
231150405000015;8;74;0;0
231150405000016;8;102;0;0
231150405000017;8;49;0;0
231150405000018;1;50;0;0
231150405000019;1;72;0;0
231150405000020;1;62;0;0
231150405000021;1;100;0;0
231150405000022;8;32;0;0
231150405000023;8;67;0;0
231150405000024;8;1;"X";"X"
231150407000001;1;98;0;0
231150407000002;8;58;0;0
231150407000003;8;47;0;0
231150410000001;1;148;0;0
231150410000002;1;133;4;1
231150410000003;1;136;0;0
231150410000004;8;183;1;0
231150410000005;8;132;2;0
231150410000006;8;55;0;0
231150410000007;8;144;2;0
231150410000008;1;197;4;0
231150410000009;1;128;0;0
231150410000010;1;237;0;0
231150410000011;1;130;3;0
231150420000001;8;126;1;0
231150420000002;8;150;2;0
231160305000001;1;97;0;0
231160305000002;1;209;5;0
231160305000003;1;75;0;0
231160305000004;1;24;0;0
231160305000005;1;25;0;0
231160305000006;8;177;0;0
231160305000007;8;149;5;1
231160305000008;5;41;2;0
231160305000009;8;156;0;0
231160305000010;5;81;0;0
231160305000011;1;94;0;0
231160305000012;1;154;0;0
231160305000013;1;234;1;0
231160305000014;1;305;0;0
231160305000015;1;100;1;0
231160305000016;5;105;4;0
231160305000017;4;41;1;0
231160315000001;1;85;0;0
231160315000002;1;66;1;0
231160315000003;1;135;1;0
231160315000004;2;280;0;0
231160315000005;8;117;2;0
231160315000006;8;105;5;0
231160315000007;5;149;0;0
231160315000008;5;120;0;0
231160315000009;8;132;2;0
231160315000010;1;282;0;0
231160315000011;1;79;3;0
231160315000012;2;71;0;0
231160315000013;1;217;0;0
231160321000001;1;81;0;0
231160321000002;8;60;0;0
231160325000001;1;64;0;0
231160325000002;8;95;1;0
231160325000003;5;55;1;0
231160325000004;8;97;0;0
231160325000005;5;59;1;0
231160325000006;8;87;0;0
231160330000001;1;83;0;0
231160330000002;8;154;0;0
231160330000003;8;96;0;0
231160330000004;5;19;0;0
231170205000001;1;36;0;0
231170205000002;1;120;0;0
231170205000003;1;45;1;0
231170205000004;1;132;0;0
231170205000005;1;107;0;0
231170205000006;1;119;2;0
231170205000007;1;129;0;0
231170205000008;8;68;0;0
231170205000009;8;34;0;0
231170205000010;8;83;1;0
231170205000011;8;168;0;0
231170205000012;8;61;0;0
231170205000013;8;49;0;0
231170205000014;8;82;0;0
231170205000015;8;68;0;0
231170205000016;8;155;0;0
231170205000017;8;148;0;0
231170205000018;8;98;1;0
231170205000019;8;82;1;0
231170205000020;8;39;0;0
231170205000021;8;84;1;0
231170205000022;8;118;0;0
231170205000023;8;150;0;0
231170205000024;1;55;0;0
231170205000025;1;127;1;0
231170205000026;1;66;0;0
231170205000027;1;129;0;0
231170205000028;1;57;0;0
231170205000029;1;121;0;0
231170205000030;1;136;1;0
231170205000031;1;108;0;0
231170205000032;5;42;0;0
231170205000033;5;9;0;0
231170205000034;5;13;0;0
231170210000001;1;171;0;0
231170210000002;1;141;0;0
231170210000003;8;63;0;0
231170210000004;8;79;0;0
231170220000001;1;69;0;0
231170220000002;8;136;0;0
231180105000001;1;33;0;0
231180105000002;1;58;0;0
231180105000003;1;60;1;0
231180105000004;1;46;0;0
231180105000005;1;132;0;0
231180105000006;1;140;2;0
231180105000007;1;103;0;0
231180105000008;1;85;0;0
231180105000009;1;110;0;0
231180105000010;1;151;3;1
231180105000011;1;135;1;0
231180105000012;1;91;2;0
231180105000013;1;102;0;0
231180105000014;1;143;0;0
231180105000015;1;168;1;0
231180105000016;1;158;1;0
231180105000017;1;87;0;0
231180105000018;1;109;1;0
231180105000019;1;119;1;0
231180105000020;1;195;3;0
231180105000021;1;116;1;0
231180105000022;1;62;0;0
231180105000023;1;194;0;2
231180105000024;1;293;6;0
231180105000025;1;147;1;0
231180105000026;1;103;0;0
231180105000027;1;148;0;0
231180105000028;1;164;0;0
231180105000029;1;217;5;0
231180105000030;1;42;0;0
231180105000031;1;135;0;0
231180105000032;1;194;2;0
231180105000033;1;58;0;0
231180105000034;8;26;0;0
231180105000035;8;94;0;0
231180105000036;8;32;0;0
231180105000037;8;196;0;0
231180105000038;8;163;1;0
231180105000039;8;158;4;0
231180105000040;8;113;3;1
231180105000041;8;90;0;0
231180105000042;8;205;0;0
231180105000043;8;97;3;0
231180105000044;8;139;0;0
231180105000045;8;138;4;2
231180105000046;8;84;0;0
231180105000047;8;132;1;0
231180105000048;8;151;0;0
231180105000049;5;109;1;0
231180105000050;1;30;0;0
231180105000051;1;39;0;0
231180105000052;1;104;2;1
231180105000053;1;58;0;0
231180105000054;1;135;1;0
231180105000055;1;142;0;0
231180105000056;1;139;1;0
231180105000057;1;141;0;0
231180105000058;1;152;0;0
231180105000059;1;293;1;0
231180105000060;1;64;0;0
231180105000061;1;120;4;0
231180105000062;1;129;0;0
231180105000063;1;91;3;0
231180105000064;1;115;0;0
231180105000065;1;137;1;0
231180105000066;1;243;7;0
231180105000067;1;155;0;0
231180105000068;8;75;0;0
231180105000069;8;94;0;0
231180105000070;8;89;2;0
231180110000001;1;73;0;0
231180110000002;8;69;1;0
231180110000003;8;273;2;0
231180110000004;8;152;18;1
231180110000005;8;122;0;0
231180110000006;8;57;0;0
231180110000007;8;27;0;0
231180110000008;8;68;2;0
231180115000001;1;87;0;0
231180115000002;1;109;0;0
231180115000003;1;201;0;0
231180115000004;8;31;2;0
231180115000005;8;89;0;0
231180115000006;5;103;0;1
231180115000007;8;201;0;0
231180115000008;8;110;0;0
231180115000009;1;101;5;0
231180115000010;1;169;2;0
231180115000011;1;98;1;0
231180115000012;1;81;1;0
231180115000013;5;132;3;0
231180115000014;8;75;1;0
231180117000001;1;60;0;0
231180117000002;8;64;0;0
231180117000003;5;8;0;0
231180117000004;8;59;0;0
231180119000001;1;51;0;0
231180119000002;8;96;0;0
231180120000001;1;56;0;0
231180120000002;8;35;0;0
231180120000003;8;69;1;0
231180120000004;5;99;0;0
231180120000005;8;71;1;0
231190005000001;1;169;1;0
231190005000002;1;121;0;0
231190005000003;1;70;0;0
231190005000004;1;167;1;1
231190005000005;1;246;1;0
231190005000006;8;178;0;0
231190005000007;8;101;0;0
231190005000008;8;134;2;0
231190005000009;8;72;0;0
231190005000010;8;102;0;0
231190005000011;8;103;0;0
231190005000012;1;122;0;0
231190005000013;1;128;0;0
231190005000014;1;72;0;0
231190008000001;1;87;0;1
231190008000002;8;110;2;0
231190009000001;1;42;0;0
231190009000002;8;81;0;0
231190010000001;1;80;0;0
231190010000002;8;68;1;0
231190010000003;5;30;0;0
231190010000004;8;174;1;0
231190010000005;1;163;2;0
231190030000001;1;38;0;0
231190030000002;8;150;1;0
231190050000001;1;87;0;0
231190050000002;8;66;0;0
231190050000003;8;65;0;0
231195905000001;1;172;0;0
231195905000002;1;143;0;0
231195905000003;1;144;0;0
231195905000004;1;227;0;0
231195905000005;1;224;3;0
231195905000006;8;206;1;0
231195905000007;8;133;4;0
231195905000008;8;312;2;0
231195905000009;1;158;1;0
231195905000010;1;109;4;0
231195905000011;1;106;1;0
231195905000012;8;30;0;0
231195905000013;5;63;0;0
231195905000014;5;75;0;1
231195905000015;5;54;0;0
231195910000001;1;35;"X";"X"
231195910000002;8;302;1;0
231195910000003;8;115;2;0
231195910000004;8;1;"X";"X"
231195920000001;1;128;2;0
231195920000002;8;173;0;0
231195920000003;8;41;0;0
231195920000004;8;83;0;0
231195920000005;8;40;1;0
231195920000006;8;8;0;0
231195920000007;8;58;0;0
231195920000008;8;205;1;0
231195920000009;8;214;4;0
231200705000001;1;66;1;0
231200705000002;1;54;0;0
231200705000003;1;135;3;0
231200705000004;1;202;0;0
231200705000005;1;81;2;0
231200705000006;1;251;0;0
231200705000007;1;122;2;0
231200705000008;2;215;0;0
231200705000009;2;16;0;0
231200705000010;8;95;0;0
231200705000011;8;73;0;0
231200705000012;8;195;0;0
231200705000013;5;96;0;0
231200705000014;8;68;0;0
231200705000015;8;112;0;0
231200705000016;1;63;0;0
231200705000017;1;60;1;0
231200705000018;1;179;2;0
231200705000019;1;318;6;0
231200705000020;1;180;1;0
231200705000021;1;69;1;0
231200705000022;1;263;1;0
231200705000023;8;113;0;0
231200707000001;1;49;1;0
231200707000002;8;123;0;0
231200708000001;1;11;"X";"X"
231200708000002;8;1;"X";"X"
231200708000003;8;257;0;0
231200708000004;8;280;0;1
231200708000005;8;66;0;0
231200708000006;8;277;2;1
231200709000001;1;8;"X";"X"
231200709000002;8;138;0;0
231200709000003;8;6;"X";"X"
231200710000001;1;6;0;0
231200710000002;8;169;0;0
231200710000003;8;131;0;0
231200710000004;8;183;0;0
231200715000001;1;64;0;0
231200715000002;8;95;1;1
231200715000003;8;148;1;0
231200715000005;1;97;1;0
231200715000006;8;137;0;0
231200720000001;1;90;2;0
231200720000002;8;85;0;0
231200720000003;8;97;0;0
231200720000004;1;213;1;0
231200725000001;1;122;0;0
231200725000002;8;135;4;0
231200725000003;8;49;0;0
231210605000001;1;240;0;0
231210605000002;1;188;1;0
231210605000003;1;62;1;0
231210605000004;1;188;1;0
231210605000005;8;5;0;0
231210605000008;1;97;1;0
231210605000009;1;148;2;0
231210605000010;1;63;0;0
231210605000011;8;260;3;0
231210610000001;1;39;1;0
231210610000002;8;62;1;0
231210610000003;8;34;0;0
231210610000004;8;103;0;0
231210615000001;1;245;1;0
231210615000002;8;6;0;1
231210615000003;8;31;0;0
231210615000004;8;58;0;0
231210615000005;8;171;0;1
231210615000006;8;96;0;0
231210615000007;8;140;1;0
231210615000008;8;6;0;0
231210615000009;8;54;0;0
231210620000001;1;97;0;0
231210620000002;8;45;0;0
231210625000001;1;163;0;0
231210625000002;8;211;0;0
231210625000003;8;34;0;0
231210625000004;8;23;1;0
231210625000005;1;180;2;0
231210630000001;1;90;0;0
231210630000002;8;28;1;0
231210630000003;8;27;"X";"X"
231210630000004;8;2;"X";"X"
231210640000001;1;69;0;0
231210640000002;8;102;0;0
231210640000003;8;130;3;0
231210640000004;8;82;1;0
231210640000005;8;163;0;0
231220505000001;1;131;1;0
231220505000002;1;87;0;0
231220505000003;1;88;0;0
231220505000004;1;144;3;0
231220505000005;1;60;0;0
231220505000006;1;129;0;0
231220505000007;1;203;0;0
231220505000008;1;180;0;0
231220505000009;1;157;1;0
231220505000010;1;96;1;0
231220505000011;1;118;0;0
231220505000012;1;77;0;0
231220505000013;1;118;0;0
231220505000014;1;151;0;0
231220505000015;1;164;0;0
231220505000016;1;130;0;0
231220505000017;1;114;0;0
231220505000018;1;178;1;0
231220505000019;8;115;0;0
231220505000020;8;64;1;0
231220505000021;8;78;0;0
231220505000022;8;76;2;0
231220505000023;8;46;1;0
231220505000024;5;58;1;0
231220505000025;8;193;1;1
231220505000026;8;139;1;0
231220505000027;8;4;0;0
231220505000028;8;137;0;0
231220505000029;1;77;0;0
231220505000030;1;164;0;0
231220505000031;1;166;0;0
231220505000032;1;117;0;0
231220505000033;1;127;0;0
231220505000034;1;159;0;0
231220505000035;8;47;0;0
231220510000001;1;161;1;2
231220510000002;8;28;0;0
231220510000003;8;41;1;0
231220510000004;5;71;1;0
231220510000006;8;9;0;0
231220510000007;8;44;0;0
231220510000008;8;82;2;0
231220510000009;8;49;3;0
231220510000010;1;211;0;0
231220520000001;1;27;0;0
231220520000002;8;34;0;0
231220520000003;8;56;0;0
231220520000004;8;126;0;0
231220520000005;8;39;"X";"X"
231220520000006;8;32;0;0
231220520000007;8;34;0;0
231220520000008;8;1;"X";"X"
231220525000001;1;93;0;0
231220525000002;8;96;0;1
231220525000003;8;129;1;0
231220525000004;1;94;0;0
231220530000001;1;76;0;0
231220530000002;8;49;0;0
231220530000003;8;32;0;0
231220530000004;8;27;0;0
231220535000001;1;2;"X";"X"
231220535000002;8;146;0;0
231220535000003;8;125;0;0
231220535000004;8;114;0;0
231220535000005;8;243;0;0
231220535000006;8;36;1;0
231220535000007;8;3;"X";"X"
231220535000008;8;43;0;0
231220535000009;8;13;0;0
231220540000001;1;41;0;0
231220540000002;8;64;0;0
231220540000003;8;130;0;0
231220540000004;8;61;0;0
231220540000005;8;126;1;0
231220540000006;8;101;0;0
231220540000007;8;47;0;0
231220540000008;8;115;0;0
231220540000009;8;80;0;0
231220545000001;1;128;0;0
231220545000002;8;92;0;0
231220545000003;8;59;0;0
231220545000004;5;114;0;0
231220545000005;8;91;1;1
231220545000006;8;70;1;0
231220545000007;8;115;0;0
231220545000008;8;77;0;0
231220545000009;8;19;0;0
231230405000001;1;96;0;0
231230405000002;1;74;1;0
231230405000003;1;74;0;0
231230405000004;1;68;0;0
231230405000005;1;117;0;0
231230405000006;1;144;0;0
231230405000007;1;124;1;0
231230405000008;1;182;2;0
231230405000009;1;99;0;0
231230405000010;1;161;0;0
231230405000011;1;488;7;3
231230405000012;1;201;0;0
231230405000013;1;149;0;0
231230405000014;1;252;2;0
231230405000015;1;279;0;0
231230405000016;1;122;0;0
231230405000017;1;171;0;3
231230405000018;1;120;1;0
231230405000019;1;175;0;0
231230405000020;8;253;0;0
231230405000021;8;246;0;0
231230405000022;8;163;0;0
231230405000023;8;224;0;0
231230405000024;8;156;0;0
231230405000025;8;139;1;0
231230405000026;8;216;0;0
231230405000027;8;247;1;0
231230405000028;8;138;2;0
231230405000029;8;110;1;0
231230405000030;8;226;0;0
231230405000031;1;125;2;0
231230405000032;1;123;0;0
231230405000033;1;167;0;0
231230405000034;1;198;0;0
231230405000035;1;211;0;0
231230405000036;1;70;0;0
231230405000037;1;162;0;0
231230405000038;5;41;0;0
231230405000039;1;118;0;0
231230405000040;1;131;1;0
231230405000041;8;34;0;0
231230405000042;8;157;0;0
231230405000043;8;99;1;0
231230405000044;8;153;0;0
231230405000045;8;82;2;0
231230405000046;8;21;0;0
231230405000047;8;102;0;0
231230405000048;8;338;2;1
231230409000001;1;195;0;0
231230409000002;8;137;1;0
231230409000003;8;99;0;0
231230415000001;1;215;1;0
231230415000002;1;180;0;0
231230415000003;8;204;0;0
231230415000004;8;123;2;0
231230415000005;8;74;0;0
231230415000006;8;53;0;0
231230415000007;8;222;0;0
231240305000001;1;109;0;0
231240305000002;1;164;0;0
231240305000003;1;89;0;0
231240305000004;1;92;0;0
231240305000005;1;345;4;0
231240305000006;2;152;5;0
231240305000007;1;111;0;0
231240305000008;8;56;0;0
231240305000009;8;109;2;0
231240305000010;8;54;"X";"X"
231240305000011;1;84;0;0
231240305000012;1;145;1;0
231240305000013;1;142;0;0
231240305000016;8;119;1;0
231240305000017;8;1;"X";"X"
231240305000018;8;133;0;0
231240308000001;1;223;7;0
231240308000002;8;162;4;0
231240308000003;8;144;3;0
231240308000004;8;1;"X";"X"
231240308000005;8;115;1;1
231240308000006;8;41;0;0
231240308000007;8;0;"X";"X"
231240310000001;1;80;0;0
231240310000002;1;360;6;4
231240310000003;1;63;3;0
231240310000004;1;135;6;0
231240310000005;8;57;0;0
231240310000006;8;44;1;0
231240310000007;1;149;5;0
231240310000008;1;80;1;0
231240310000009;1;233;4;0
231240310000010;1;6;0;0
231240315000001;2;144;4;0
231240315000002;1;185;2;0
231240315000003;1;130;3;0
231240315000004;4;271;1;0
231240315000005;8;102;0;0
231240315000006;8;35;1;0
231240315000007;8;65;0;0
231240315000008;8;127;4;0
231240315000009;8;208;4;0
231240315000010;4;295;1;1
231240315000011;4;66;0;0
231240315000012;8;107;6;0
231240320000001;2;179;0;0
231240320000002;2;76;1;0
231240320000003;1;176;1;0
231240320000004;8;82;3;0
231240325000001;1;212;2;0
231240325000002;2;246;4;0
231240325000003;8;93;2;0
231240325000004;2;51;0;0
231240325000005;8;75;2;0
231240327000001;1;83;1;0
231240327000002;1;123;2;0
231240327000003;2;227;1;0
231240327000004;8;202;0;0
231240327000005;8;65;2;0
231240327000006;1;95;0;0
231240327000008;1;70;3;0
231240327000009;1;79;3;0
231240330000001;1;165;0;0
231240330000002;8;31;0;0
231240330000003;1;117;0;0
231250205000001;1;47;0;0
231250205000002;1;111;1;0
231250205000003;1;70;0;0
231250205000004;8;68;0;0
231250205000005;8;73;1;0
231250205000006;5;54;0;0
231250205000007;8;42;1;0
231250205000008;8;25;1;0
231250205000009;5;24;1;0
231250205000010;8;62;0;0
231250205000011;8;39;0;0
231250205000012;8;34;0;0
231250205000013;8;55;0;0
231250205000014;8;28;0;0
231250205000015;8;20;0;0
231250205000016;1;7;0;0
231250205000017;1;10;0;0
231250205000018;1;24;1;0
231250205000019;1;13;1;0
231250205000020;1;52;0;0
231250205000021;1;21;0;0
231250205000022;8;56;0;1
231250205000023;8;51;0;0
231250205000024;1;10;0;0
231260105000001;1;63;1;0
231260105000002;1;109;1;0
231260105000003;1;148;4;0
231260105000004;1;131;0;0
231260105000005;1;211;0;0
231260105000006;1;113;1;1
231260105000007;1;98;1;0
231260105000008;8;157;7;0
231260105000009;5;70;1;0
231260105000010;8;134;0;0
231260105000011;8;39;0;0
231260105000012;8;61;0;0
231260105000013;8;143;0;0
231260105000014;5;51;0;0
231260105000015;8;25;0;0
231260105000016;1;111;0;0
231260105000017;1;50;0;0
231260105000018;1;134;2;0
231260105000019;1;71;0;0
231260105000020;1;116;0;0
231260105000021;8;43;2;0
231260105000022;8;79;1;0
231270005000001;1;57;0;0
231270005000002;1;184;3;2
231270005000003;1;62;0;0
231270005000004;1;96;0;0
231270005000005;1;93;1;0
231270005000006;1;73;0;0
231270005000007;1;76;1;0
231270005000008;1;101;0;0
231270005000009;1;117;1;0
231270005000010;1;270;0;0
231270005000011;1;162;0;0
231270005000012;1;133;1;1
231270005000013;8;108;0;0
231270005000014;8;133;0;0
231270005000015;8;160;1;0
231270005000016;8;84;0;0
231270005000017;8;120;0;0
231270005000018;8;133;0;0
231270005000019;8;16;0;0
231270005000020;1;55;1;0
231270005000021;1;64;1;0
231270005000022;1;109;3;0
231270005000023;1;84;0;0
231270005000024;1;71;1;0
231270005000025;1;55;0;0
231270005000026;1;69;0;0
231270005000027;1;136;0;0
231270005000028;1;90;0;0
231270006000001;1;87;1;0
231270006000002;8;64;0;0
231270006000003;8;151;1;0
231270006000004;8;32;"X";"X"
231270006000005;5;6;"X";"X"
231270006000006;1;122;0;0
231270008000001;1;82;0;0
231270008000002;8;121;1;0
231270010000001;1;69;0;0
231270010000002;8;55;1;0
231270010000003;8;63;0;0
231270015000001;1;67;0;0
231270015000002;8;97;0;0
231270015000003;8;110;0;0
231270015000004;8;88;1;0
231270015000005;8;22;0;0
231270015000006;5;37;0;0
231270015000008;8;69;0;0
231270015000009;8;53;0;0
231270015000011;5;72;0;0
231270015000012;8;127;2;0
231280905000001;1;142;1;0
231280905000002;1;198;2;0
231280905000003;1;82;0;0
231280905000004;1;91;1;0
231280905000005;8;77;2;0
231280905000006;1;168;0;0
231280905000007;1;71;1;0
231280905000008;8;27;0;0
231280910000001;1;52;1;0
231280910000002;8;14;0;0
231280915000001;1;118;1;0
231280915000002;8;134;0;0
231280915000003;8;150;0;0
231280915000004;1;103;3;1
231290805000001;1;15;0;0
231290805000002;1;54;0;0
231290805000003;1;112;1;0
231290805000004;1;39;0;0
231290805000005;1;107;0;0
231290805000006;1;83;0;0
231290805000007;1;86;0;0
231290805000008;1;15;0;0
231290805000009;1;136;0;0
231290805000010;1;120;0;0
231290805000011;1;25;0;0
231290805000012;1;58;0;0
231290805000013;1;33;0;0
231290805000014;1;16;1;0
231290805000015;1;69;0;0
231290805000016;1;129;0;0
231290805000017;1;148;1;0
231290805000018;1;236;1;0
231290805000019;1;133;0;0
231290805000020;1;75;0;0
231290805000021;1;134;0;0
231290805000022;1;72;0;0
231290805000023;1;110;0;0
231290805000024;1;265;0;0
231290805000025;1;120;0;0
231290805000026;1;274;3;0
231290805000027;1;387;2;0
231290805000028;1;258;2;0
231290805000029;1;179;1;0
231290805000030;1;217;0;1
231290805000031;1;161;0;0
231290805000032;1;210;0;0
231290805000033;1;255;2;0
231290805000034;1;149;0;0
231290805000035;1;222;2;1
231290805000036;1;169;0;0
231290805000037;1;172;0;0
231290805000038;1;426;2;0
231290805000039;1;159;0;0
231290805000040;1;199;0;0
231290805000041;1;191;2;0
231290805000042;1;142;0;0
231290805000043;1;284;2;1
231290805000044;1;258;1;0
231290805000045;1;419;0;0
231290805000046;1;170;2;0
231290805000047;1;105;0;1
231290805000048;1;149;2;0
231290805000049;1;214;1;1
231290805000050;1;79;1;0
231290805000051;1;321;0;0
231290805000052;1;129;1;0
231290805000053;1;193;2;0
231290805000054;1;167;1;1
231290805000055;1;246;1;0
231290805000056;1;194;0;0
231290805000057;1;183;0;0
231290805000058;1;212;1;0
231290805000059;1;226;0;0
231290805000060;1;159;1;0
231290805000061;1;153;0;0
231290805000062;1;314;0;0
231290805000063;1;239;1;1
231290805000064;1;170;0;0
231290805000065;1;35;0;0
231290805000066;1;193;0;0
231290805000067;1;144;0;0
231290805000068;1;13;0;0
231290805000069;1;181;0;1
231290805000070;1;227;0;0
231290805000071;1;383;0;0
231290805000072;1;112;0;0
231290805000073;1;292;0;0
231290805000074;1;122;0;0
231290805000075;1;155;0;0
231290805000076;1;171;0;0
231290805000077;1;181;0;0
231290805000078;1;271;0;0
231290805000079;1;255;1;0
231290805000080;1;197;0;0
231290805000081;1;156;0;0
231290805000082;1;127;0;0
231290805000083;1;32;0;0
231290805000084;1;77;0;0
231290805000085;1;219;1;0
231290805000086;1;49;0;0
231290805000087;1;77;0;0
231290805000088;1;377;3;0
231290805000089;1;392;2;0
231290805000090;1;412;1;2
231290805000091;1;106;0;0
231290805000092;1;131;1;0
231290805000093;1;128;0;0
231290805000094;1;278;0;0
231290805000095;1;141;1;0
231290805000096;1;62;0;0
231290805000097;1;27;0;0
231290805000098;1;7;0;0
231290805000099;1;223;0;0
231290805000100;1;102;0;0
231290805000101;1;215;4;1
231290805000102;1;138;0;0
231290805000103;1;226;0;0
231290805000104;8;163;3;0
231290805000105;8;73;0;0
231290805000106;8;90;0;0
231290805000107;8;130;1;0
231290805000108;8;73;0;0
231290805000109;1;80;1;4
231290805000110;1;75;0;0
231290805000111;1;57;0;0
231290805000112;1;211;1;0
231290805000113;1;124;0;2
231290805000114;1;112;2;0
231290805000115;1;158;0;0
231290805000116;1;161;0;0
231290805000117;1;133;0;0
231290805000118;1;144;1;0
231290805000120;1;151;0;2
231290805000121;1;135;0;0
231290805000122;1;456;0;0
231290805000123;1;144;0;0
231290805000124;1;26;0;0
231290805000125;1;52;0;0
231290805000126;1;214;3;0
231290805000127;1;55;0;0
231290805000128;1;59;1;0
231290805000129;1;84;1;2
231290805000130;1;89;2;1
231290805000131;1;21;0;0
231290805000132;1;221;1;0
231290805000133;1;112;0;0
231290805000134;1;104;0;0
231290805000135;1;102;0;0
231290805000136;1;86;0;0
231290805000137;1;37;1;0
231290805000138;1;48;1;0
231290805000139;1;232;4;0
231290805000140;1;140;0;1
231290805000141;1;275;1;0
231290805000142;1;101;0;0
231290805000143;1;27;0;0
231290805000144;1;110;0;0
231290805000145;1;65;0;0
231290805000146;1;133;1;0
231290805000147;1;83;1;0
231290805000148;1;62;0;0
231290805000149;1;166;0;0
231290805000150;1;24;0;0
231290805000151;1;69;0;0
231290805000152;1;159;2;0
231290805000153;1;192;1;0
231290805000154;1;193;3;0
231290805000155;1;251;2;0
231290805000156;1;179;0;0
231290805000157;1;372;0;0
231290805000158;1;325;0;0
231290805000159;1;205;1;0
231290805000160;1;177;0;0
231290805000161;1;327;0;0
231290805000162;1;369;1;0
231290805000163;1;409;0;0
231290805000164;4;211;0;0
231290805000165;4;267;1;0
231290805000166;8;5;0;0
231290805000167;1;207;0;0
231290805000168;1;134;0;0
231290807000001;1;231;0;0
231290807000002;8;70;0;0
231290807000003;8;31;0;0
231290807000004;8;86;0;0
231290807000005;8;32;0;0
231290807000006;5;26;0;0
231290807000007;5;70;0;0
231290810000001;1;265;0;0
231290810000002;1;77;0;0
231290810000003;8;105;1;1
231290810000004;8;66;0;0
231290810000005;8;24;0;0
231290810000006;8;59;0;0
231290810000007;8;10;0;0
231290810000008;1;177;1;0
231290810000009;1;154;0;0
231290815000001;1;34;0;0
231290815000002;8;49;0;0
231290815000003;8;99;2;0
231290820000001;1;92;0;0
231290820000002;8;76;1;0
231290825000001;1;62;0;0
231290825000002;8;10;0;0
231290825000003;8;50;0;0
231290825000004;8;142;2;0
231290825000005;8;45;1;0
231290825000007;8;10;0;0
231290835000001;1;77;2;0
231290835000002;1;149;0;0
231290835000003;1;167;0;0
231290835000004;8;77;2;0
231290835000005;8;116;0;0
231290835000006;8;72;0;0
231290835000007;1;147;0;0
231290835000008;1;199;4;0
231290835000009;8;34;0;0
231290840000001;1;197;0;0
231290840000002;8;62;0;0
231290840000003;8;48;0;0
231290840000004;8;102;0;0
231290840000005;8;175;2;0
231290840000006;8;38;0;0
231290840000007;8;17;0;0
231290840000008;8;53;0;0
231290840000009;8;41;0;0
231290840000010;5;76;1;0
231290840000011;5;92;0;0
231290845000001;1;102;1;0
231290845000002;8;58;0;0
231290845000003;5;41;0;0
231290845000004;5;35;0;0
231290845000005;8;79;0;0
231290845000006;5;67;0;0
231290847000001;1;57;0;0
231290847000002;8;148;0;0
231290847000003;8;107;0;0
231290850000001;1;187;0;0
231290850000002;8;118;0;0
231290850000003;8;80;0;0
231290853000001;1;149;0;0
231290853000002;8;36;0;0
231290855000001;1;54;0;0
231290855000002;1;124;0;0
231290855000003;1;301;0;1
231290855000004;8;41;0;0
231290855000005;8;16;0;0
231290855000006;8;19;0;0
231290855000007;8;95;0;0
231290855000008;8;39;1;0
231290855000009;5;31;0;0
231290855000010;1;104;0;0
231290855000011;1;208;0;0
231300505000001;1;82;0;0
231300505000002;1;99;0;0
231300505000003;1;160;1;0
231300505000004;1;149;0;0
231300505000005;1;225;2;0
231300505000006;1;195;2;0
231300505000007;8;89;0;0
231300505000008;8;85;0;1
231300505000009;8;129;0;0
231300505000010;8;83;1;0
231300505000011;1;77;0;0
231300505000012;1;63;1;0
231300505000013;1;51;0;0
231300505000014;1;50;0;0
231300505000015;8;39;0;0
231300510000001;1;114;0;0
231300510000002;8;99;1;0
231300510000003;8;88;0;0
231300510000004;8;57;0;0
231300510000005;8;39;2;0
231300515000001;1;43;1;0
231300515000002;8;12;0;0
231300515000003;8;76;0;0
231300515000004;8;0;0;0
231300530000001;1;53;1;0
231300530000002;8;60;0;0
231300530000003;8;74;0;0
231300532000001;1;36;0;0
231300532000002;8;88;0;0
231300535000001;1;56;0;0
231300535000002;8;105;0;0
231300535000003;8;90;0;0
231300535000004;8;75;1;0
231300535000005;8;51;0;0
231300535000006;8;21;0;0
231300535000007;1;94;0;0
231310405000001;1;54;0;0
231310405000002;1;97;1;0
231310405000003;1;58;0;0
231310405000004;1;44;0;0
231310405000005;1;19;0;0
231310405000006;1;23;0;0
231310405000007;1;65;0;0
